name,manufacturer,tdp,cores,frequency,total_die_size,gwp_embedded,gwp_use,gwp_total,pe_embedded,pe_use,pe_total,adp_embedded,adp_use,adp_total
Intel Core 2 Extreme X9100,Intel,44.0,2.0,3.067,107.0,17.0,400.0,417.0,260.0,10000.0,10260.0,0.0204,7e-05,0.020470000000000002
Intel Core 2 Quad Q6600 (105W),Intel,105.0,4.0,2.4,286.0,12.7,1000.0,1012.7,200.0,40000.0,40200.0,0.0204,0.00018,0.02058
Intel Core 2 Quad Q6600 (95W),Intel,95.0,4.0,2.4,286.0,12.7,900.0,912.7,200.0,30000.0,30200.0,0.0204,0.00016,0.020560000000000002
Intel Core 2 Quad Q6700,Intel,95.0,4.0,2.666,286.0,12.7,900.0,912.7,200.0,30000.0,30200.0,0.0204,0.00016,0.020560000000000002
Intel Core 2 Quad Q7600,Intel,95.0,4.0,2.7,164.0,12.7,900.0,912.7,200.0,30000.0,30200.0,0.0204,0.00016,0.020560000000000002
Intel Core 2 Quad Q8200,Intel,95.0,4.0,2.333,164.0,12.7,900.0,912.7,200.0,30000.0,30200.0,0.0204,0.00016,0.020560000000000002
Intel Core 2 Quad Q8200S,Intel,65.0,4.0,2.333,164.0,12.7,600.0,612.7,200.0,20000.0,20200.0,0.0204,0.00011,0.02051
Intel Core 2 Quad Q8300,Intel,95.0,4.0,2.5,164.0,12.7,900.0,912.7,200.0,30000.0,30200.0,0.0204,0.00016,0.020560000000000002
Intel Core 2 Quad Q8400,Intel,95.0,4.0,2.666,164.0,12.7,900.0,912.7,200.0,30000.0,30200.0,0.0204,0.00016,0.020560000000000002
Intel Core 2 Quad Q8400S,Intel,65.0,4.0,2.666,164.0,12.7,600.0,612.7,200.0,20000.0,20200.0,0.0204,0.00011,0.02051
Intel Core 2 Quad Q9100,Intel,45.0,4.0,2.267,214.0,12.7,400.0,412.7,200.0,20000.0,20200.0,0.0204,8e-05,0.02048
Intel Core 2 Quad Q9300,Intel,95.0,4.0,2.5,164.0,12.7,900.0,912.7,200.0,30000.0,30200.0,0.0204,0.00016,0.020560000000000002
Intel Core 2 Quad Q9400,Intel,95.0,4.0,2.666,162.0,12.7,900.0,912.7,200.0,30000.0,30200.0,0.0204,0.00016,0.020560000000000002
Intel Core 2 Quad Q9400S,Intel,65.0,4.0,2.666,164.0,12.7,600.0,612.7,200.0,20000.0,20200.0,0.0204,0.00011,0.02051
Intel Core 2 Quad Q9450,Intel,95.0,4.0,2.666,214.0,12.7,900.0,912.7,200.0,30000.0,30200.0,0.0204,0.00016,0.020560000000000002
Intel Core 2 Quad Q9505,Intel,95.0,4.0,2.833,164.0,12.7,900.0,912.7,200.0,30000.0,30200.0,0.0204,0.00016,0.020560000000000002
Intel Core 2 Quad Q9550,Intel,95.0,4.0,2.833,214.0,12.7,900.0,912.7,200.0,30000.0,30200.0,0.0204,0.00016,0.020560000000000002
Intel Core 2 Quad Q9550S,Intel,65.0,4.0,2.833,214.0,12.7,600.0,612.7,200.0,20000.0,20200.0,0.0204,0.00011,0.02051
Intel Core 2 Quad Q9650,Intel,95.0,4.0,3.0,214.0,12.7,900.0,912.7,200.0,30000.0,30200.0,0.0204,0.00016,0.020560000000000002
Intel Core 2 Solo ULV SU3300,Intel,5.0,1.0,1.2,107.0,13.71,50.0,63.71,217.5,2000.0,2217.5,0.0204,8e-06,0.020408000000000003
Intel Core 2 Solo ULV SU3500,Intel,5.0,1.0,1.4,107.0,13.71,50.0,63.71,217.5,2000.0,2217.5,0.0204,8e-06,0.020408000000000003
Intel Core 2 Solo ULV U2100,Intel,5.0,1.0,1.067,143.0,13.71,50.0,63.71,217.5,2000.0,2217.5,0.0204,8e-06,0.020408000000000003
Intel Core 2 Solo ULV U2200,Intel,5.0,1.0,1.2,143.0,13.71,50.0,63.71,217.5,2000.0,2217.5,0.0204,8e-06,0.020408000000000003
Intel Core Duo LV L2300,Intel,15.0,2.0,1.5,90.0,17.0,150.0,167.0,260.0,10000.0,10260.0,0.0204,2.5e-05,0.020425000000000002
Intel Core Duo LV L2400,Intel,15.0,2.0,1.666,90.0,17.0,150.0,167.0,260.0,10000.0,10260.0,0.0204,2.5e-05,0.020425000000000002
Intel Core Duo LV L2500,Intel,15.0,2.0,1.833,90.0,17.0,150.0,167.0,260.0,10000.0,10260.0,0.0204,2.5e-05,0.020425000000000002
Intel Core Duo T2050,Intel,31.0,2.0,1.6,90.0,17.0,310.0,327.0,260.0,10000.0,10260.0,0.0204,5e-05,0.020450000000000003
Intel Core Duo T2250,Intel,31.0,2.0,1.733,90.0,17.0,310.0,327.0,260.0,10000.0,10260.0,0.0204,5e-05,0.020450000000000003
Intel Core Duo T2300,Intel,31.0,2.0,1.66,90.0,17.0,310.0,327.0,260.0,10000.0,10260.0,0.0204,5e-05,0.020450000000000003
Intel Core Duo T2400,Intel,31.0,2.0,1.826,90.0,17.0,310.0,327.0,260.0,10000.0,10260.0,0.0204,5e-05,0.020450000000000003
Intel Core Duo T2500,Intel,31.0,2.0,1.992,90.0,17.0,310.0,327.0,260.0,10000.0,10260.0,0.0204,5e-05,0.020450000000000003
Intel Core Duo T2600,Intel,31.0,2.0,2.166,90.0,17.0,310.0,327.0,260.0,10000.0,10260.0,0.0204,5e-05,0.020450000000000003
Intel Core Duo T2700,Intel,31.0,2.0,2.333,90.0,17.0,310.0,327.0,260.0,10000.0,10260.0,0.0204,5e-05,0.020450000000000003
Intel Core Duo ULV L2400,Intel,9.0,2.0,1.066,90.0,17.0,90.0,107.0,260.0,3000.0,3260.0,0.0204,1.5e-05,0.020415000000000003
Intel Core Duo ULV L2500,Intel,9.0,2.0,1.2,90.0,17.0,90.0,107.0,260.0,3000.0,3260.0,0.0204,1.5e-05,0.020415000000000003
Intel Core M-5Y10,Intel,5.0,2.0,0.8,50.0,17.0,50.0,67.0,260.0,2000.0,2260.0,0.0204,8e-06,0.020408000000000003
Intel Core M-5Y10a,Intel,5.0,2.0,0.8,50.0,17.0,50.0,67.0,260.0,2000.0,2260.0,0.0204,8e-06,0.020408000000000003
Intel Core M-5Y10c,Intel,5.0,2.0,0.8,50.0,17.0,50.0,67.0,260.0,2000.0,2260.0,0.0204,8e-06,0.020408000000000003
Intel Core M-5Y31,Intel,5.0,2.0,0.9,50.0,17.0,50.0,67.0,260.0,2000.0,2260.0,0.0204,8e-06,0.020408000000000003
Intel Core M-5Y51,Intel,5.0,2.0,1.1,50.0,17.0,50.0,67.0,260.0,2000.0,2260.0,0.0204,8e-06,0.020408000000000003
Intel Core M-5Y70,Intel,5.0,2.0,1.1,50.0,17.0,50.0,67.0,260.0,2000.0,2260.0,0.0204,8e-06,0.020408000000000003
Intel Core M-5Y71,Intel,5.0,2.0,1.2,50.0,17.0,50.0,67.0,260.0,2000.0,2260.0,0.0204,8e-06,0.020408000000000003
Intel Core Solo T1200,Intel,27.0,1.0,1.5,90.0,13.71,270.0,283.71,217.5,10000.0,10217.5,0.0204,5e-05,0.020450000000000003
Intel Core Solo T1300,Intel,27.0,1.0,1.66,90.0,13.71,270.0,283.71,217.5,10000.0,10217.5,0.0204,5e-05,0.020450000000000003
Intel Core Solo T1350,Intel,27.0,1.0,1.866,90.0,13.71,270.0,283.71,217.5,10000.0,10217.5,0.0204,5e-05,0.020450000000000003
Intel Core Solo T1400,Intel,27.0,1.0,1.833,90.0,13.71,270.0,283.71,217.5,10000.0,10217.5,0.0204,5e-05,0.020450000000000003
Intel Core Solo ULV U1300,Intel,5.0,1.0,1.066,90.0,13.71,50.0,63.71,217.5,2000.0,2217.5,0.0204,8e-06,0.020408000000000003
Intel Core Solo ULV U1400,Intel,5.0,1.0,1.2,90.0,13.71,50.0,63.71,217.5,2000.0,2217.5,0.0204,8e-06,0.020408000000000003
Intel Core Solo ULV U1500,Intel,5.0,1.0,1.333,90.0,13.71,50.0,63.71,217.5,2000.0,2217.5,0.0204,8e-06,0.020408000000000003
Intel Core i3-1000G1,Intel,9.0,2.0,1.1,123.0,17.0,90.0,107.0,260.0,3000.0,3260.0,0.0204,1.5e-05,0.020415000000000003
Intel Core i3-1000G4,Intel,9.0,2.0,1.1,123.0,17.0,90.0,107.0,260.0,3000.0,3260.0,0.0204,1.5e-05,0.020415000000000003
Intel Core i3-1005G1,Intel,15.0,2.0,1.2,123.0,17.0,150.0,167.0,260.0,10000.0,10260.0,0.0204,2.5e-05,0.020425000000000002
Intel Core i3-12100,Intel,60.0,4.0,3.3,163.0,12.7,600.0,612.7,200.0,20000.0,20200.0,0.0204,0.0001,0.0205
Intel Core i3-12100E,Intel,60.0,4.0,3.2,163.0,12.7,600.0,612.7,200.0,20000.0,20200.0,0.0204,0.0001,0.0205
Intel Core i3-12100F,Intel,58.0,4.0,3.3,163.0,12.7,600.0,612.7,200.0,20000.0,20200.0,0.0204,0.0001,0.0205
Intel Core i3-12100T,Intel,35.0,4.0,2.2,163.0,12.7,300.0,312.7,200.0,10000.0,10200.0,0.0204,6e-05,0.020460000000000002
Intel Core i3-12100TE,Intel,35.0,4.0,2.1,163.0,12.7,300.0,312.7,200.0,10000.0,10200.0,0.0204,6e-05,0.020460000000000002
Intel Core i3-12300,Intel,60.0,4.0,3.5,163.0,12.7,600.0,612.7,200.0,20000.0,20200.0,0.0204,0.0001,0.0205
Intel Core i3-12300HE,Intel,45.0,8.0,1.9,217.0,16.0,400.0,416.0,240.0,20000.0,20240.0,0.0204,8e-05,0.02048
Intel Core i3-12300T,Intel,35.0,4.0,2.3,163.0,12.7,300.0,312.7,200.0,10000.0,10200.0,0.0204,6e-05,0.020460000000000002
Intel Core i3-13100,Intel,60.0,4.0,3.4,257.0,12.7,600.0,612.7,200.0,20000.0,20200.0,0.0204,0.0001,0.0205
Intel Core i3-13100E,Intel,60.0,4.0,3.3,257.0,12.7,600.0,612.7,200.0,20000.0,20200.0,0.0204,0.0001,0.0205
Intel Core i3-13100F,Intel,58.0,4.0,3.4,257.0,12.7,600.0,612.7,200.0,20000.0,20200.0,0.0204,0.0001,0.0205
Intel Core i3-13100T,Intel,35.0,4.0,2.5,257.0,12.7,300.0,312.7,200.0,10000.0,10200.0,0.0204,6e-05,0.020460000000000002
Intel Core i3-13100TE,Intel,35.0,4.0,2.4,257.0,12.7,300.0,312.7,200.0,10000.0,10200.0,0.0204,6e-05,0.020460000000000002
Intel Core i3-2102,Intel,65.0,2.0,3.1,131.0,17.0,600.0,617.0,260.0,20000.0,20260.0,0.0204,0.00011,0.02051
Intel Core i3-2115C,Intel,65.0,2.0,2.0,131.0,17.0,600.0,617.0,260.0,20000.0,20260.0,0.0204,0.00011,0.02051
Intel Core i3-2120T,Intel,35.0,2.0,2.6,131.0,17.0,300.0,317.0,260.0,10000.0,10260.0,0.0204,6e-05,0.020460000000000002
Intel Core i3-2125,Intel,65.0,2.0,3.3,131.0,17.0,600.0,617.0,260.0,20000.0,20260.0,0.0204,0.00011,0.02051
Intel Core i3-2130,Intel,65.0,2.0,3.4,131.0,17.0,600.0,617.0,260.0,20000.0,20260.0,0.0204,0.00011,0.02051
Intel Core i3-2312M,Intel,35.0,2.0,2.1,149.0,17.0,300.0,317.0,260.0,10000.0,10260.0,0.0204,6e-05,0.020460000000000002
Intel Core i3-2328M,Intel,35.0,2.0,2.2,149.0,17.0,300.0,317.0,260.0,10000.0,10260.0,0.0204,6e-05,0.020460000000000002
Intel Core i3-2330E,Intel,35.0,2.0,2.2,149.0,17.0,300.0,317.0,260.0,10000.0,10260.0,0.0204,6e-05,0.020460000000000002
Intel Core i3-2330M,Intel,35.0,2.0,2.2,149.0,17.0,300.0,317.0,260.0,10000.0,10260.0,0.0204,6e-05,0.020460000000000002
Intel Core i3-2332M,Intel,35.0,2.0,2.2,149.0,17.0,300.0,317.0,260.0,10000.0,10260.0,0.0204,6e-05,0.020460000000000002
Intel Core i3-2340UE,Intel,17.0,2.0,1.3,149.0,17.0,170.0,187.0,260.0,10000.0,10260.0,0.0204,3e-05,0.02043
Intel Core i3-2350M,Intel,35.0,2.0,2.3,149.0,17.0,300.0,317.0,260.0,10000.0,10260.0,0.0204,6e-05,0.020460000000000002
Intel Core i3-2357M,Intel,17.0,2.0,1.3,149.0,17.0,170.0,187.0,260.0,10000.0,10260.0,0.0204,3e-05,0.02043
Intel Core i3-2367M,Intel,17.0,2.0,1.4,149.0,17.0,170.0,187.0,260.0,10000.0,10260.0,0.0204,3e-05,0.02043
Intel Core i3-2370M,Intel,35.0,2.0,2.4,149.0,17.0,300.0,317.0,260.0,10000.0,10260.0,0.0204,6e-05,0.020460000000000002
Intel Core i3-2377M,Intel,17.0,2.0,1.5,149.0,17.0,170.0,187.0,260.0,10000.0,10260.0,0.0204,3e-05,0.02043
Intel Core i3-3110M,Intel,35.0,2.0,2.4,118.0,17.0,300.0,317.0,260.0,10000.0,10260.0,0.0204,6e-05,0.020460000000000002
Intel Core i3-3120M,Intel,35.0,2.0,2.5,118.0,17.0,300.0,317.0,260.0,10000.0,10260.0,0.0204,6e-05,0.020460000000000002
Intel Core i3-3120ME,Intel,35.0,2.0,2.4,118.0,17.0,300.0,317.0,260.0,10000.0,10260.0,0.0204,6e-05,0.020460000000000002
Intel Core i3-3130M,Intel,35.0,2.0,2.6,118.0,17.0,300.0,317.0,260.0,10000.0,10260.0,0.0204,6e-05,0.020460000000000002
Intel Core i3-3210,Intel,55.0,2.0,3.2,94.0,17.0,500.0,517.0,260.0,20000.0,20260.0,0.0204,9e-05,0.02049
Intel Core i3-3217U,Intel,17.0,2.0,1.8,118.0,17.0,170.0,187.0,260.0,10000.0,10260.0,0.0204,3e-05,0.02043
Intel Core i3-3217UE,Intel,17.0,2.0,1.6,118.0,17.0,170.0,187.0,260.0,10000.0,10260.0,0.0204,3e-05,0.02043
Intel Core i3-3220,Intel,55.0,2.0,3.3,94.0,17.0,500.0,517.0,260.0,20000.0,20260.0,0.0204,9e-05,0.02049
Intel Core i3-3220T,Intel,35.0,2.0,2.8,94.0,17.0,300.0,317.0,260.0,10000.0,10260.0,0.0204,6e-05,0.020460000000000002
Intel Core i3-3225,Intel,55.0,2.0,3.3,118.0,17.0,500.0,517.0,260.0,20000.0,20260.0,0.0204,9e-05,0.02049
Intel Core i3-3227U,Intel,17.0,2.0,1.9,118.0,17.0,170.0,187.0,260.0,10000.0,10260.0,0.0204,3e-05,0.02043
Intel Core i3-3229Y,Intel,13.0,2.0,1.4,118.0,17.0,130.0,147.0,260.0,4000.0,4260.0,0.0204,2.2e-05,0.020422000000000003
Intel Core i3-3240,Intel,55.0,2.0,3.4,94.0,17.0,500.0,517.0,260.0,20000.0,20260.0,0.0204,9e-05,0.02049
Intel Core i3-3240T,Intel,35.0,2.0,3.0,94.0,17.0,300.0,317.0,260.0,10000.0,10260.0,0.0204,6e-05,0.020460000000000002
Intel Core i3-350M,Intel,35.0,2.0,2.267,81.0,17.0,300.0,317.0,260.0,10000.0,10260.0,0.0204,6e-05,0.020460000000000002
Intel Core i3-370M,Intel,35.0,2.0,2.4,81.0,17.0,300.0,317.0,260.0,10000.0,10260.0,0.0204,6e-05,0.020460000000000002
Intel Core i3-380M,Intel,35.0,2.0,2.534,81.0,17.0,300.0,317.0,260.0,10000.0,10260.0,0.0204,6e-05,0.020460000000000002
Intel Core i3-390M,Intel,35.0,2.0,2.667,81.0,17.0,300.0,317.0,260.0,10000.0,10260.0,0.0204,6e-05,0.020460000000000002
Intel Core i3-4000M,Intel,37.0,2.0,2.4,118.0,17.0,400.0,417.0,260.0,10000.0,10260.0,0.0204,6e-05,0.020460000000000002
Intel Core i3-4005U,Intel,15.0,2.0,1.7,118.0,17.0,150.0,167.0,260.0,10000.0,10260.0,0.0204,2.5e-05,0.020425000000000002
Intel Core i3-4010U,Intel,15.0,2.0,1.7,118.0,17.0,150.0,167.0,260.0,10000.0,10260.0,0.0204,2.5e-05,0.020425000000000002
Intel Core i3-4010Y,Intel,12.0,2.0,1.3,118.0,17.0,120.0,137.0,260.0,4000.0,4260.0,0.0204,2e-05,0.02042
Intel Core i3-4100E,Intel,37.0,2.0,2.4,118.0,17.0,400.0,417.0,260.0,10000.0,10260.0,0.0204,6e-05,0.020460000000000002
Intel Core i3-4100U,Intel,15.0,2.0,1.8,118.0,17.0,150.0,167.0,260.0,10000.0,10260.0,0.0204,2.5e-05,0.020425000000000002
Intel Core i3-4102E,Intel,25.0,2.0,1.6,118.0,17.0,250.0,267.0,260.0,10000.0,10260.0,0.0204,4e-05,0.02044
Intel Core i3-4130,Intel,54.0,2.0,3.4,177.0,17.0,500.0,517.0,260.0,20000.0,20260.0,0.0204,9e-05,0.02049
Intel Core i3-4130T,Intel,35.0,2.0,2.9,177.0,17.0,300.0,317.0,260.0,10000.0,10260.0,0.0204,6e-05,0.020460000000000002
Intel Core i3-4150,Intel,54.0,2.0,3.5,177.0,17.0,500.0,517.0,260.0,20000.0,20260.0,0.0204,9e-05,0.02049
Intel Core i3-4150T,Intel,35.0,2.0,2.9,177.0,17.0,300.0,317.0,260.0,10000.0,10260.0,0.0204,6e-05,0.020460000000000002
Intel Core i3-4158U,Intel,28.0,2.0,2.0,118.0,17.0,280.0,297.0,260.0,10000.0,10260.0,0.0204,5e-05,0.020450000000000003
Intel Core i3-4160,Intel,54.0,2.0,3.6,177.0,17.0,500.0,517.0,260.0,20000.0,20260.0,0.0204,9e-05,0.02049
Intel Core i3-4160T,Intel,35.0,2.0,3.1,177.0,17.0,300.0,317.0,260.0,10000.0,10260.0,0.0204,6e-05,0.020460000000000002
Intel Core i3-4330,Intel,54.0,2.0,3.5,177.0,17.0,500.0,517.0,260.0,20000.0,20260.0,0.0204,9e-05,0.02049
Intel Core i3-4330T,Intel,35.0,2.0,3.0,177.0,17.0,300.0,317.0,260.0,10000.0,10260.0,0.0204,6e-05,0.020460000000000002
Intel Core i3-4340,Intel,54.0,2.0,3.6,177.0,17.0,500.0,517.0,260.0,20000.0,20260.0,0.0204,9e-05,0.02049
Intel Core i3-4350,Intel,54.0,2.0,3.6,177.0,17.0,500.0,517.0,260.0,20000.0,20260.0,0.0204,9e-05,0.02049
Intel Core i3-4360,Intel,54.0,2.0,3.7,177.0,17.0,500.0,517.0,260.0,20000.0,20260.0,0.0204,9e-05,0.02049
Intel Core i3-4360T,Intel,35.0,2.0,3.2,177.0,17.0,300.0,317.0,260.0,10000.0,10260.0,0.0204,6e-05,0.020460000000000002
Intel Core i3-4370,Intel,54.0,2.0,3.8,177.0,17.0,500.0,517.0,260.0,20000.0,20260.0,0.0204,9e-05,0.02049
Intel Core i3-5005U,Intel,15.0,2.0,2.0,82.0,17.0,150.0,167.0,260.0,10000.0,10260.0,0.0204,2.5e-05,0.020425000000000002
Intel Core i3-5010U,Intel,15.0,2.0,2.1,82.0,17.0,150.0,167.0,260.0,10000.0,10260.0,0.0204,2.5e-05,0.020425000000000002
Intel Core i3-5015U,Intel,15.0,2.0,2.1,82.0,17.0,150.0,167.0,260.0,10000.0,10260.0,0.0204,2.5e-05,0.020425000000000002
Intel Core i3-5020U,Intel,15.0,2.0,2.2,82.0,17.0,150.0,167.0,260.0,10000.0,10260.0,0.0204,2.5e-05,0.020425000000000002
Intel Core i3-5157U,Intel,28.0,2.0,2.5,133.0,17.0,280.0,297.0,260.0,10000.0,10260.0,0.0204,5e-05,0.020450000000000003
Intel Core i3-530,Intel,73.0,2.0,2.933,81.0,17.0,700.0,717.0,260.0,20000.0,20260.0,0.0204,0.00012,0.02052
Intel Core i3-540,Intel,73.0,2.0,3.066,81.0,17.0,700.0,717.0,260.0,20000.0,20260.0,0.0204,0.00012,0.02052
Intel Core i3-550,Intel,73.0,2.0,3.2,81.0,17.0,700.0,717.0,260.0,20000.0,20260.0,0.0204,0.00012,0.02052
Intel Core i3-560,Intel,73.0,2.0,3.333,81.0,17.0,700.0,717.0,260.0,20000.0,20260.0,0.0204,0.00012,0.02052
Intel Core i3-6100,Intel,51.0,2.0,3.7,150.0,17.0,500.0,517.0,260.0,20000.0,20260.0,0.0204,9e-05,0.02049
Intel Core i3-6300,Intel,51.0,2.0,3.8,150.0,17.0,500.0,517.0,260.0,20000.0,20260.0,0.0204,9e-05,0.02049
Intel Core i3-6320,Intel,51.0,2.0,3.9,150.0,17.0,500.0,517.0,260.0,20000.0,20260.0,0.0204,9e-05,0.02049
Intel Core i3-7100H,Intel,35.0,2.0,2.8,126.0,17.0,300.0,317.0,260.0,10000.0,10260.0,0.0204,6e-05,0.020460000000000002
Intel Core i3-8020,Intel,51.0,4.0,3.7,126.0,12.7,500.0,512.7,200.0,20000.0,20200.0,0.0204,9e-05,0.02049
Intel Core i3-8100,Intel,65.0,4.0,3.6,126.0,12.7,600.0,612.7,200.0,20000.0,20200.0,0.0204,0.00011,0.02051
Intel Core i3-8100F,Intel,65.0,4.0,3.6,126.0,12.7,600.0,612.7,200.0,20000.0,20200.0,0.0204,0.00011,0.02051
Intel Core i3-8100T,Intel,35.0,4.0,3.1,126.0,12.7,300.0,312.7,200.0,10000.0,10200.0,0.0204,6e-05,0.020460000000000002
Intel Core i3-8109U,Intel,28.0,2.0,3.0,123.0,17.0,280.0,297.0,260.0,10000.0,10260.0,0.0204,5e-05,0.020450000000000003
Intel Core i3-8120,Intel,65.0,4.0,3.7,126.0,12.7,600.0,612.7,200.0,20000.0,20200.0,0.0204,0.00011,0.02051
Intel Core i3-8121U,Intel,15.0,2.0,2.2,3640.0,17.0,150.0,167.0,260.0,10000.0,10260.0,0.0204,2.5e-05,0.020425000000000002
Intel Core i3-8130U,Intel,15.0,2.0,2.4,123.0,17.0,150.0,167.0,260.0,10000.0,10260.0,0.0204,2.5e-05,0.020425000000000002
Intel Core i3-8145U,Intel,28.0,2.0,2.1,123.0,17.0,280.0,297.0,260.0,10000.0,10260.0,0.0204,5e-05,0.020450000000000003
Intel Core i3-8300,Intel,62.0,4.0,3.7,126.0,12.7,600.0,612.7,200.0,20000.0,20200.0,0.0204,0.0001,0.0205
Intel Core i3-8300T,Intel,35.0,4.0,3.2,126.0,12.7,300.0,312.7,200.0,10000.0,10200.0,0.0204,6e-05,0.020460000000000002
Intel Core i3-8350K,Intel,91.0,4.0,4.0,126.0,12.7,900.0,912.7,200.0,30000.0,30200.0,0.0204,0.00015,0.020550000000000002
Intel Core i3-9100,Intel,65.0,4.0,3.6,126.0,12.7,600.0,612.7,200.0,20000.0,20200.0,0.0204,0.00011,0.02051
Intel Core i3-9100E,Intel,65.0,4.0,3.1,126.0,12.7,600.0,612.7,200.0,20000.0,20200.0,0.0204,0.00011,0.02051
Intel Core i3-9100F,Intel,65.0,4.0,3.6,126.0,12.7,600.0,612.7,200.0,20000.0,20200.0,0.0204,0.00011,0.02051
Intel Core i3-9100HL,Intel,25.0,4.0,1.6,126.0,12.7,250.0,262.7,200.0,10000.0,10200.0,0.0204,4e-05,0.02044
Intel Core i3-9100T,Intel,35.0,4.0,3.1,126.0,12.7,300.0,312.7,200.0,10000.0,10200.0,0.0204,6e-05,0.020460000000000002
Intel Core i3-9100TE,Intel,35.0,4.0,2.2,126.0,12.7,300.0,312.7,200.0,10000.0,10200.0,0.0204,6e-05,0.020460000000000002
Intel Core i3-9300,Intel,62.0,4.0,3.7,126.0,12.7,600.0,612.7,200.0,20000.0,20200.0,0.0204,0.0001,0.0205
Intel Core i3-9320,Intel,62.0,4.0,3.7,126.0,12.7,600.0,612.7,200.0,20000.0,20200.0,0.0204,0.0001,0.0205
Intel Core i3-9350K,Intel,91.0,4.0,4.0,126.0,12.7,900.0,912.7,200.0,30000.0,30200.0,0.0204,0.00015,0.020550000000000002
Intel Core i3-9350KF,Intel,91.0,4.0,4.0,126.0,12.7,900.0,912.7,200.0,30000.0,30200.0,0.0204,0.00015,0.020550000000000002
Intel Core i5-1030G4,Intel,9.0,4.0,0.7,123.0,12.7,90.0,102.7,200.0,3000.0,3200.0,0.0204,1.5e-05,0.020415000000000003
Intel Core i5-1030G7,Intel,9.0,4.0,0.8,123.0,12.7,90.0,102.7,200.0,3000.0,3200.0,0.0204,1.5e-05,0.020415000000000003
Intel Core i5-1035G1,Intel,15.0,4.0,1.0,123.0,12.7,150.0,162.7,200.0,10000.0,10200.0,0.0204,2.5e-05,0.020425000000000002
Intel Core i5-1035G4,Intel,15.0,4.0,1.1,123.0,12.7,150.0,162.7,200.0,10000.0,10200.0,0.0204,2.5e-05,0.020425000000000002
Intel Core i5-1035G7,Intel,15.0,4.0,1.2,123.0,12.7,150.0,162.7,200.0,10000.0,10200.0,0.0204,2.5e-05,0.020425000000000002
Intel Core i5-1038NG7,Intel,28.0,4.0,2.0,123.0,12.7,280.0,292.7,200.0,10000.0,10200.0,0.0204,5e-05,0.020450000000000003
Intel Core i5-11260H,Intel,35.0,6.0,2.1,190.0,13.0,300.0,313.0,210.0,10000.0,10210.0,0.0204,6e-05,0.020460000000000002
Intel Core i5-11300H,Intel,28.0,4.0,2.6,146.0,12.7,280.0,292.7,200.0,10000.0,10200.0,0.0204,5e-05,0.020450000000000003
Intel Core i5-11320H,Intel,28.0,4.0,2.5,146.0,12.7,280.0,292.7,200.0,10000.0,10200.0,0.0204,5e-05,0.020450000000000003
Intel Core i5-11400,Intel,65.0,6.0,2.6,276.0,13.0,600.0,613.0,210.0,20000.0,20210.0,0.0204,0.00011,0.02051
Intel Core i5-11400F,Intel,65.0,6.0,2.6,276.0,13.0,600.0,613.0,210.0,20000.0,20210.0,0.0204,0.00011,0.02051
Intel Core i5-11400H,Intel,35.0,6.0,2.2,190.0,13.0,300.0,313.0,210.0,10000.0,10210.0,0.0204,6e-05,0.020460000000000002
Intel Core i5-11400T,Intel,35.0,6.0,1.3,276.0,13.0,300.0,313.0,210.0,10000.0,10210.0,0.0204,6e-05,0.020460000000000002
Intel Core i5-11500,Intel,65.0,6.0,2.7,276.0,13.0,600.0,613.0,210.0,20000.0,20210.0,0.0204,0.00011,0.02051
Intel Core i5-11500H,Intel,35.0,6.0,2.4,190.0,13.0,300.0,313.0,210.0,10000.0,10210.0,0.0204,6e-05,0.020460000000000002
Intel Core i5-11500T,Intel,35.0,6.0,1.5,276.0,13.0,300.0,313.0,210.0,10000.0,10210.0,0.0204,6e-05,0.020460000000000002
Intel Core i5-11600,Intel,65.0,6.0,2.8,276.0,13.0,600.0,613.0,210.0,20000.0,20210.0,0.0204,0.00011,0.02051
Intel Core i5-11600K,Intel,125.0,6.0,3.9,276.0,13.0,1200.0,1213.0,210.0,40000.0,40210.0,0.0204,0.00021,0.02061
Intel Core i5-11600KF,Intel,125.0,6.0,3.9,276.0,13.0,1200.0,1213.0,210.0,40000.0,40210.0,0.0204,0.00021,0.02061
Intel Core i5-11600T,Intel,35.0,6.0,1.7,276.0,13.0,300.0,313.0,210.0,10000.0,10210.0,0.0204,6e-05,0.020460000000000002
Intel Core i5-12400,Intel,65.0,6.0,2.5,163.0,13.0,600.0,613.0,210.0,20000.0,20210.0,0.0204,0.00011,0.02051
Intel Core i5-12400F,Intel,65.0,6.0,2.5,163.0,13.0,600.0,613.0,210.0,20000.0,20210.0,0.0204,0.00011,0.02051
Intel Core i5-12400T,Intel,35.0,6.0,1.8,163.0,13.0,300.0,313.0,210.0,10000.0,10210.0,0.0204,6e-05,0.020460000000000002
Intel Core i5-1240P,Intel,28.0,12.0,1.7,217.0,17.0,280.0,297.0,270.0,10000.0,10270.0,0.0204,5e-05,0.020450000000000003
Intel Core i5-12450H,Intel,45.0,8.0,2.0,217.0,16.0,400.0,416.0,240.0,20000.0,20240.0,0.0204,8e-05,0.02048
Intel Core i5-12450HX,Intel,55.0,8.0,2.4,215.0,16.0,500.0,516.0,240.0,20000.0,20240.0,0.0204,9e-05,0.02049
Intel Core i5-12490F,Intel,65.0,6.0,3.0,163.0,13.0,600.0,613.0,210.0,20000.0,20210.0,0.0204,0.00011,0.02051
