name,capacity,technology,form factor,connectivity,release date,more tech info,dram inside,release year,capacity TBytes,power_idle,power_avg,power_max
Netac NV5000 (Kioxia BiCS4),1 TB,TLCToshiba96-layer,M.2 2280,PCIe 4.0 x4,2022,Phison E16,1024 MB(1 TB model),2022,1,0,0,0
Netac NV5000 (Kioxia BiCS4),2 TB,TLCToshiba96-layer,M.2 2280,PCIe 4.0 x4,2022,Phison E16,1024 MB(1 TB model),2022,2,0,0,0
Netac NV5000 (Kioxia BiCS5),500 GB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,2022,Phison E16,1024 MB(1 TB model),2022,0.48828125,0,0,0
Netac NV5000 (Kioxia BiCS5),1 TB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,2022,Phison E16,1024 MB(1 TB model),2022,1,0,0,0
Netac NV5000 (Kioxia BiCS5),2 TB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,2022,Phison E16,1024 MB(1 TB model),2022,2,0,0,0
Netac NV3000 RGB,500 GB,TLCYMTC64-layer,M.2 2280,PCIe 3.0 x4,2022,RTS5762,128 MB(1 TB model),2022,0.48828125,0,0,0
Netac NV3000 RGB,1 TB,TLCYMTC64-layer,M.2 2280,PCIe 3.0 x4,2022,RTS5762,128 MB(1 TB model),2022,1,0,0,0
Netac NV3000 RGB,2 TB,TLCYMTC64-layer,M.2 2280,PCIe 3.0 x4,2022,RTS5762,128 MB(1 TB model),2022,2,0,0,0
Netac NV3000 (MAP1202 + SK Hynix V7),1 TB,TLCSK Hynix176-layer,M.2 2280,PCIe 3.0 x4,2022,MAP1202A-F1C,DRAM-less(64 MB HMB),2022,1,0,0,0
Netac NV3000 (RTS5766DL + YMTC CDT1B),250 GB,TLCYMTC128-layer,M.2 2280,PCIe 3.0 x4,2022,RTS5766DL,DRAM-less(64 MB HMB),2022,0.244140625,0,0,0
Netac NV3000 (RTS5766DL + YMTC CDT1B),500 GB,TLCYMTC128-layer,M.2 2280,PCIe 3.0 x4,2022,RTS5766DL,DRAM-less(64 MB HMB),2022,0.48828125,0,0,0
Netac NV3000 (RTS5766DL + YMTC CDT1B),1 TB,TLCYMTC128-layer,M.2 2280,PCIe 3.0 x4,2022,RTS5766DL,DRAM-less(64 MB HMB),2022,1,0,0,0
Netac NV3000 (RTS5766DL + YMTC CDT1B),2 TB,TLCYMTC128-layer,M.2 2280,PCIe 3.0 x4,2022,RTS5766DL,DRAM-less(64 MB HMB),2022,2,0,0,0
Netac N950e Pro,250 GB,TLCMicron96-layer,M.2 2280,PCIe 3.0 x4,2020,SM2262ENG,1024 MB(1 TB model),2020,0.244140625,0,0,0
Netac N950e Pro,500 GB,TLCMicron96-layer,M.2 2280,PCIe 3.0 x4,2020,SM2262ENG,1024 MB(1 TB model),2020,0.48828125,0,0,0
Netac N950e Pro,1 TB,TLCMicron96-layer,M.2 2280,PCIe 3.0 x4,2020,SM2262ENG,1024 MB(1 TB model),2020,1,0,0,0
Netac N950e Pro,2 TB,TLCMicron96-layer,M.2 2280,PCIe 3.0 x4,2020,SM2262ENG,1024 MB(1 TB model),2020,2,0,0,0
Netac N930e Pro (SM2263XT + SK Hynix V6),128 GB,TLCSK Hynix128-layer,M.2 2280,PCIe 3.0 x4,Jul 2022,SM2263XT,DRAM-less(64 MB HMB),2022,0.125,0,0,0
Netac N930e Pro (SM2263XT + SK Hynix V6),256 GB,TLCSK Hynix128-layer,M.2 2280,PCIe 3.0 x4,Jul 2022,SM2263XT,DRAM-less(64 MB HMB),2022,0.25,0,0,0
Netac N930e Pro (SM2263XT + SK Hynix V6),512 GB,TLCSK Hynix128-layer,M.2 2280,PCIe 3.0 x4,Jul 2022,SM2263XT,DRAM-less(64 MB HMB),2022,0.5,0,0,0
Netac N930e Pro (SM2263XT + SK Hynix V6),1 TB,TLCSK Hynix128-layer,M.2 2280,PCIe 3.0 x4,Jul 2022,SM2263XT,DRAM-less(64 MB HMB),2022,1,0,0,0
Nextorage NE5N Series (w/ Heatsink),1 TB,TLCMicron232-layer,M.2 2280,PCIe 5.0 x4,May 2023,Phison E26,2048 MB(1 TB model),2023,1,6,8,10
Nextorage NE5N Series (w/ Heatsink),2 TB,TLCMicron232-layer,M.2 2280,PCIe 5.0 x4,May 2023,Phison E26,2048 MB(1 TB model),2023,2,0,0,0
Nextorage NE5N Series,1 TB,TLCMicron232-layer,M.2 2280,PCIe 5.0 x4,May 2023,Phison E26,2048 MB(1 TB model),2023,1,0,0,0
Nextorage NE5N Series,2 TB,TLCMicron232-layer,M.2 2280,PCIe 5.0 x4,May 2023,Phison E26,2048 MB(1 TB model),2023,2,0,0,0
Nextorage Gen5 SSD,1 TB,TLCMicron232-layer,M.2 2280,PCIe 5.0 x4,2023,Phison E26,4096 MB(1 TB model),2023,1,0,0,0
Nextorage G Series (Kioxia BiCS5 HDR 1Tb),8 TB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,Oct 2022,Phison E18,2048 MB(8 TB model),2022,8,0,0,0
Nextorage G Series,1 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Oct 2022,Phison E18,1024 MB(1 TB model),2022,1,0,0,10
Nextorage G Series,2 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Oct 2022,Phison E18,1024 MB(1 TB model),2022,2,0,0,0
Nextorage G Series,4 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Oct 2022,Phison E18,1024 MB(1 TB model),2022,4,0,0,0
OCZ Vertex 460,120 GB,MLCToshibaPlanar,"2.5""",SATA 6 Gbps,Jan 2014,Barefoot 3 M10,Unknown,2014,0.1171875,0,0,0
OCZ Vertex 460,240 GB,MLCToshibaPlanar,"2.5""",SATA 6 Gbps,Jan 2014,Barefoot 3 M10,Unknown,2014,0.234375,0,0,0
OCZ Vertex 460,480 GB,MLCToshibaPlanar,"2.5""",SATA 6 Gbps,Jan 2014,Barefoot 3 M10,Unknown,2014,0.46875,0,0,0
OCZ Vertex 450,128 GB,MLCMicronPlanar,"2.5""",SATA 6 Gbps,May 2013,Barefoot 3 M10,1024 MB(512 GB model),2013,0.125,0,0,0
OCZ Vertex 450,256 GB,MLCMicronPlanar,"2.5""",SATA 6 Gbps,May 2013,Barefoot 3 M10,1024 MB(512 GB model),2013,0.25,0,0,0
OCZ Vertex 450,512 GB,MLCMicronPlanar,"2.5""",SATA 6 Gbps,May 2013,Barefoot 3 M10,1024 MB(512 GB model),2013,0.5,0,0,0
OCZ ARC 100,120 GB,MLCToshibaPlanar,"2.5""",SATA 6 Gbps,Aug 2014,Barefoot 3 M10,1024 MB(480 GB model),2014,0.1171875,0,0,0
OCZ ARC 100,240 GB,MLCToshibaPlanar,"2.5""",SATA 6 Gbps,Aug 2014,Barefoot 3 M10,1024 MB(480 GB model),2014,0.234375,0,0,0
OCZ ARC 100,480 GB,MLCToshibaPlanar,"2.5""",SATA 6 Gbps,Aug 2014,Barefoot 3 M10,1024 MB(480 GB model),2014,0.46875,0,0,0
Orico O7000 (YMTC QLC X3-6070),2 TB,QLCYMTC232-layer,M.2 2280,PCIe 4.0 x4,2022,MAP1602A,DRAM-less(32 MB HMB),2022,2,0,0,0
Orico O7000 (YMTC TLC EET1A X3-9070),512 GB,TLCYMTC232-layer,M.2 2280,PCIe 4.0 x4,2022,MAP1602A,DRAM-less(32 MB HMB),2022,0.5,0,0,0
Orico O7000 (YMTC TLC EET1A X3-9070),1 TB,TLCYMTC232-layer,M.2 2280,PCIe 4.0 x4,2022,MAP1602A,DRAM-less(32 MB HMB),2022,1,0,0,0
Orico O7000 (YMTC TLC EET1A X3-9070),2 TB,TLCYMTC232-layer,M.2 2280,PCIe 4.0 x4,2022,MAP1602A,DRAM-less(32 MB HMB),2022,2,0,0,0
Orico O7000 (YMTC TLC EET1A X3-9070),4 TB,TLCYMTC232-layer,M.2 2280,PCIe 4.0 x4,2022,MAP1602A,DRAM-less(32 MB HMB),2022,4,0,0,0
Orico J-20,512 GB,QLCIntel144-layer,M.2 2280,PCIe 4.0 x4,2023,RTS5772DL,DRAM-less(64 MB HMB),2023,0.5,0,0,0
Orico J-20,1 TB,QLCIntel144-layer,M.2 2280,PCIe 4.0 x4,2023,RTS5772DL,DRAM-less(64 MB HMB),2023,1,0,0,0
Orico J-20,2 TB,QLCIntel144-layer,M.2 2280,PCIe 4.0 x4,2023,RTS5772DL,DRAM-less(64 MB HMB),2023,2,0,0,0
Orico J-10,512 GB,QLCIntel144-layer,M.2 2280,PCIe 3.0 x4,Unknown,RTS5765DL,DRAM-less(64 MB HMB),nown,0.5,0,0,0
Orico J-10,1 TB,QLCIntel144-layer,M.2 2280,PCIe 3.0 x4,Unknown,RTS5765DL,DRAM-less(64 MB HMB),nown,1,0,0,0
Orico J-10,2 TB,QLCIntel144-layer,M.2 2280,PCIe 3.0 x4,Unknown,RTS5765DL,DRAM-less(64 MB HMB),nown,2,0,0,0
Orico J-10,4 TB,QLCIntel144-layer,M.2 2280,PCIe 3.0 x4,Unknown,RTS5765DL,DRAM-less(64 MB HMB),nown,4,0,0,0
Orico IG740 Pro,512 GB,TLCYMTC232-layer,M.2 2280,PCIe 4.0 x4,2025,MAP1602A,DRAM-less(40 MB HMB),2025,0.5,0,0,0
Orico IG740 Pro,1 TB,TLCYMTC232-layer,M.2 2280,PCIe 4.0 x4,2025,MAP1602A,DRAM-less(40 MB HMB),2025,1,0,0,0
Orico IG740 Pro,2 TB,TLCYMTC232-layer,M.2 2280,PCIe 4.0 x4,2025,MAP1602A,DRAM-less(40 MB HMB),2025,2,0,0,0
Orico IG740 Pro,4 TB,TLCYMTC232-layer,M.2 2280,PCIe 4.0 x4,2025,MAP1602A,DRAM-less(40 MB HMB),2025,4,0,0,0
Patriot Viper VPR400,512 GB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Jun 2022,IG5220,DRAM-less(64 MB HMB),2022,0.5,0,0,0
Patriot Viper VPR400,1 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,Jun 2022,IG5220,DRAM-less(64 MB HMB),2022,1,0,0,0
Patriot Viper VPR100,256 GB,TLCToshiba64-layer,M.2 2280,PCIe 3.0 x4,Dec 2019,Phison E12,1024 MB(1 TB model),2019,0.25,0,0,0
Patriot Viper VPR100,512 GB,TLCToshiba64-layer,M.2 2280,PCIe 3.0 x4,Dec 2019,Phison E12,1024 MB(1 TB model),2019,0.5,0,0,0
Patriot Viper VPR100,1 TB,TLCToshiba64-layer,M.2 2280,PCIe 3.0 x4,Dec 2019,Phison E12,1024 MB(1 TB model),2019,1,0,0,0
Patriot Viper VPR100,2 TB,TLCToshiba64-layer,M.2 2280,PCIe 3.0 x4,Dec 2019,Phison E12,1024 MB(1 TB model),2019,2,2,0,0
Patriot Viper VPN100 (E12 + BiCS3),256 GB,TLCToshiba64-layer,M.2 2280,PCIe 3.0 x4,2019,Phison E12,1024 MB(1 TB model),2019,0.25,0,0,0
Patriot Viper VPN100 (E12 + BiCS3),512 GB,TLCToshiba64-layer,M.2 2280,PCIe 3.0 x4,2019,Phison E12,1024 MB(1 TB model),2019,0.5,0,0,0
Patriot Viper VPN100 (E12 + BiCS3),1 TB,TLCToshiba64-layer,M.2 2280,PCIe 3.0 x4,2019,Phison E12,1024 MB(1 TB model),2019,1,0,0,0
Patriot Viper VPN100 (E12 + BiCS3),2 TB,TLCToshiba64-layer,M.2 2280,PCIe 3.0 x4,2019,Phison E12,1024 MB(1 TB model),2019,2,0,0,0
Patriot Viper VPN100 (E12S + Micron B27A),1 TB,TLCMicron96-layer,M.2 2280,PCIe 3.0 x4,Mar 2019,Phison E12S,512 MB(1 TB model),2019,1,0,0,0
Patriot Viper VP4300 Lite (Phison E27T + Kioxia BiCS6 TLC 1Tb),2 TB,TLCKioxia162-layer,M.2 2280,PCIe 4.0 x4,Jun 2023,Phison E27T,DRAM-less(64 MB HMB),2023,2,0,0,0
Patriot Viper VP4300 Lite (MAP1602 + YMTC 1T b QLC X3-6070),4 TB,QLCYMTC232-layer,M.2 2280,PCIe 4.0 x4,Jun 2023,MAP1602A,DRAM-less(40 MB HMB),2023,4,0,0,0
Patriot Viper VP4300 Lite (MAP1602 + YMTC 1T b TLC EET1A),500 GB,TLCYMTC232-layer,M.2 2280,PCIe 4.0 x4,Jun 2023,MAP1602A,DRAM-less(32 MB HMB),2023,0.48828125,0,0,0
Patriot Viper VP4300 Lite (MAP1602 + YMTC 1T b TLC EET1A),1 TB,TLCYMTC232-layer,M.2 2280,PCIe 4.0 x4,Jun 2023,MAP1602A,DRAM-less(32 MB HMB),2023,1,0,0,0
Patriot Viper VP4300 Lite (MAP1602 + YMTC 1T b TLC EET1A),2 TB,TLCYMTC232-layer,M.2 2280,PCIe 4.0 x4,Jun 2023,MAP1602A,DRAM-less(32 MB HMB),2023,2,0,0,0
Patriot Viper VP4300 (IG5236 + B47R),1 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,2022,IG5236,1024 MB(1 TB model),2022,1,0,0,0
Patriot Viper VP4300 (IG5236 + B47R),2 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,2022,IG5236,1024 MB(1 TB model),2022,2,2,0,10
Patriot Viper VP4300 (IG5236 + B27B),1 TB,TLCMicron96-layer,M.2 2280,PCIe 4.0 x4,Apr 2021,IG5236,1024 MB(1 TB model),2021,1,0,0,0
Patriot Viper VP4300 (IG5236 + B27B),2 TB,TLCMicron96-layer,M.2 2280,PCIe 4.0 x4,Apr 2021,IG5236,1024 MB(1 TB model),2021,2,2,0,10
Patriot Viper VP4100,500 GB,TLCToshiba96-layer,M.2 2280,PCIe 4.0 x4,Sep 2019,Phison E16,1024 MB(1 TB model),2019,0.48828125,0,0,0
Patriot Viper VP4100,1 TB,TLCToshiba96-layer,M.2 2280,PCIe 4.0 x4,Sep 2019,Phison E16,1024 MB(1 TB model),2019,1,0,0,0
Patriot Viper VP4100,2 TB,TLCToshiba96-layer,M.2 2280,PCIe 4.0 x4,Sep 2019,Phison E16,1024 MB(1 TB model),2019,2,2,6,0
Patriot P300 (SM2263XT),128 GB,TLCToshiba64-layer,M.2 2280,PCIe 3.0 x4,Unknown,Phison E13,DRAM-less(64 MB HMB),nown,0.125,0,0,0
Patriot P300 (SM2263XT),256 GB,TLCToshiba64-layer,M.2 2280,PCIe 3.0 x4,Unknown,Phison E13,DRAM-less(64 MB HMB),nown,0.25,0,0,0
Patriot P300 (SM2263XT),512 GB,TLCToshiba64-layer,M.2 2280,PCIe 3.0 x4,Unknown,Phison E13,DRAM-less(64 MB HMB),nown,0.5,0,0,0
Patriot P300 (SM2263XT),1 TB,TLCToshiba64-layer,M.2 2280,PCIe 3.0 x4,Unknown,Phison E13,DRAM-less(64 MB HMB),nown,1,0,0,0
Patriot P300 (SM2263XT),2 TB,TLCToshiba64-layer,M.2 2280,PCIe 3.0 x4,Unknown,Phison E13,DRAM-less(64 MB HMB),nown,2,0,0,0
Patriot P300 (Phison E13),128 GB,TLCToshiba64-layer,M.2 2280,PCIe 3.0 x4,Feb 2020,Phison E13,DRAM-less(64 MB HMB),2020,0.125,0,0,0
Patriot P300 (Phison E13),256 GB,TLCToshiba64-layer,M.2 2280,PCIe 3.0 x4,Feb 2020,Phison E13,DRAM-less(64 MB HMB),2020,0.25,0,0,0
Patriot P300 (Phison E13),512 GB,TLCToshiba64-layer,M.2 2280,PCIe 3.0 x4,Feb 2020,Phison E13,DRAM-less(64 MB HMB),2020,0.5,0,0,0
Patriot P300 (Phison E13),1 TB,TLCToshiba64-layer,M.2 2280,PCIe 3.0 x4,Feb 2020,Phison E13,DRAM-less(64 MB HMB),2020,1,0,0,0
Patriot P300 (Phison E13),2 TB,TLCToshiba64-layer,M.2 2280,PCIe 3.0 x4,Feb 2020,Phison E13,DRAM-less(64 MB HMB),2020,2,0,0,0
Patriot P200 (SM2258XT),128 GB,TLCMicron64-layer,"2.5""",SATA 6 Gbps,Jul 2019,SM2258XT,DRAM-less,2019,0.125,0,0,0
Patriot P200 (SM2258XT),256 GB,TLCMicron64-layer,"2.5""",SATA 6 Gbps,Jul 2019,SM2258XT,DRAM-less,2019,0.25,0,0,0
Patriot P200 (SM2258XT),512 GB,TLCMicron64-layer,"2.5""",SATA 6 Gbps,Jul 2019,SM2258XT,DRAM-less,2019,0.5,0,0,0
Patriot P200 (SM2258XT),1 TB,TLCMicron64-layer,"2.5""",SATA 6 Gbps,Jul 2019,SM2258XT,DRAM-less,2019,1,0,0,0
Patriot P200 (MAS0902),2 TB,TLCMicron64-layer,"2.5""",SATA 6 Gbps,Jul 2019,MAS0902A-B2C,DRAM-less,2019,2,0,0,0
Patriot Burst Elite (Realtek RTS5766DL + Kioxia BiCS5),120 GB,TLCKioxia112-layer,"2.5""",SATA 6 Gbps,2020,RTS5766DL,DRAM-less,2020,0.1171875,0,0,0
Patriot Burst Elite (Realtek RTS5766DL + Kioxia BiCS5),240 GB,TLCKioxia112-layer,"2.5""",SATA 6 Gbps,2020,RTS5766DL,DRAM-less,2020,0.234375,0,0,0
Patriot Burst Elite (Realtek RTS5766DL + Kioxia BiCS5),480 GB,TLCKioxia112-layer,"2.5""",SATA 6 Gbps,2020,RTS5766DL,DRAM-less,2020,0.46875,0,0,0
Patriot Burst Elite (SM2259XT + Micron N18A),960 GB,QLCMicron64-layer,"2.5""",SATA 6 Gbps,2020,SM2259XT,DRAM-less,2020,0.9375,0,0,0
Patriot Burst,120 GB,TLCToshiba64-layer,"2.5""",SATA 6 Gbps,2018,Phison S11,DRAM-less,2018,0.1171875,0,0,0
Patriot Burst,240 GB,TLCToshiba64-layer,"2.5""",SATA 6 Gbps,2018,Phison S11,DRAM-less,2018,0.234375,0,0,0
Patriot Burst,480 GB,TLCToshiba64-layer,"2.5""",SATA 6 Gbps,2018,Phison S11,DRAM-less,2018,0.46875,0,0,0
Patriot Burst,960 GB,TLCToshiba64-layer,"2.5""",SATA 6 Gbps,2018,Phison S11,DRAM-less,2018,0.9375,0,0,0
Phison IO+ (Engineering Sample),2 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,2021,Phison E18,2048 MB(2 TB model),2021,2,0,6,0
Phison E31T Engineering Sample,2 TB,TLCKioxia218-layer,M.2 2280,PCIe 5.0 x4,2024,Phison E31T,DRAM-less(64 MB HMB),2024,2,0,0,0
Phison E28 Engineering Sample,2 TB,TLCKioxia218-layer,M.2 2280,PCIe 5.0 x4,Jan 2024,Phison E28,4096 MB(2 TB model),2024,2,0,0,0
Phison E26 Max14um Reference Design,2 TB,TLCMicron232-layer,M.2 2280,PCIe 5.0 x4,2024,Phison E26,4096 MB(2 TB model),2024,2,0,0,0
Phison E26 Engineering Sample,2 TB,TLCMicron232-layer,M.2 2280,PCIe 5.0 x4,2022,Phison E26,4096 MB(2 TB model),2022,2,0,8,0
Pichau Kepler Z1,512 GB,QLCIntel144-layer,M.2 2280,PCIe 3.0 x4,2023,RTS5762,1024 MB(1 TB model),2023,0.5,0,0,0
Pichau Kepler Z1,1 TB,QLCIntel144-layer,M.2 2280,PCIe 3.0 x4,2023,RTS5762,1024 MB(1 TB model),2023,1,2,0,0
Pichau Celestia (IG5220 + Micron B47R),512 GB,TLCMicron176-layer,M.2 2230,PCIe 4.0 x4,2023,IG5220,DRAM-less(64 MB HMB),2023,0.5,0,2,0
Pichau Celestia (MAP1602 + YMTC CDT1B),1 TB,TLCYMTC128-layer,M.2 2230,PCIe 4.0 x4,2023,MAP1602A,DRAM-less(40 MB HMB),2023,1,0,2,0
Pichau Aldrin Pro,512 GB,TLCYMTC128-layer,M.2 2280,PCIe 4.0 x4,2023,IG5236,1024 MB(1 TB model),2023,0.5,2,0,0
Pichau Aldrin Pro,1 TB,TLCYMTC128-layer,M.2 2280,PCIe 4.0 x4,2023,IG5236,1024 MB(1 TB model),2023,1,2,0,0
Pichau Aldrin Pro,2 TB,TLCYMTC128-layer,M.2 2280,PCIe 4.0 x4,2023,IG5236,1024 MB(1 TB model),2023,2,2,6,0
Pichau Aldrin LP,1 TB,QLCYMTC232-layer,M.2 2280,PCIe 4.0 x4,2024,MAP1602A,DRAM-less(40 MB HMB),2024,1,0,0,0
Pichau Aldrin A1,1 TB,TLCYMTC128-layer,M.2 2280,PCIe 4.0 x4,2022,IG5220,DRAM-less(64 MB HMB),2022,1,0,2,0
Pichau Aldrin A1,2 TB,TLCYMTC128-layer,M.2 2280,PCIe 4.0 x4,2022,IG5220,DRAM-less(64 MB HMB),2022,2,0,0,0
Plextor M9P(G) Plus,256 GB,TLCToshiba96-layer,M.2 2280,PCIe 3.0 x4,2020,88SS1092,1024 MB(1 TB model),2020,0.25,0,0,10
Plextor M9P(G) Plus,512 GB,TLCToshiba96-layer,M.2 2280,PCIe 3.0 x4,2020,88SS1092,1024 MB(1 TB model),2020,0.5,0,0,10
Plextor M9P(G) Plus,1 TB,TLCToshiba96-layer,M.2 2280,PCIe 3.0 x4,2020,88SS1092,1024 MB(1 TB model),2020,1,0,0,10
Plextor M9Pe(Y),256 GB,TLCToshiba64-layer,Add-In Card,PCIe 3.0 x4,2018,88SS1093,1024 MB(1 TB model),2018,0.25,0,0,0
Plextor M9Pe(Y),512 GB,TLCToshiba64-layer,Add-In Card,PCIe 3.0 x4,2018,88SS1093,1024 MB(1 TB model),2018,0.5,0,0,0
Plextor M9Pe(Y),1 TB,TLCToshiba64-layer,Add-In Card,PCIe 3.0 x4,2018,88SS1093,1024 MB(1 TB model),2018,1,0,0,0
Plextor M9Pe(GN),256 GB,TLCToshiba64-layer,M.2 2280,PCIe 3.0 x4,2018,88SS1093,1024 MB(1 TB model),2018,0.25,0,0,10
Plextor M9Pe(GN),512 GB,TLCToshiba64-layer,M.2 2280,PCIe 3.0 x4,2018,88SS1093,1024 MB(1 TB model),2018,0.5,0,0,10
Plextor M9Pe(GN),1 TB,TLCToshiba64-layer,M.2 2280,PCIe 3.0 x4,2018,88SS1093,1024 MB(1 TB model),2018,1,0,0,10
Plextor M9Pe(G),256 GB,TLCToshiba64-layer,M.2 2280,PCIe 3.0 x4,2018,88SS1093,1024 MB(1 TB model),2018,0.25,0,0,10
Plextor M9Pe(G),512 GB,TLCToshiba64-layer,M.2 2280,PCIe 3.0 x4,2018,88SS1093,1024 MB(1 TB model),2018,0.5,0,0,10
Plextor M9Pe(G),1 TB,TLCToshiba64-layer,M.2 2280,PCIe 3.0 x4,2018,88SS1093,1024 MB(1 TB model),2018,1,0,0,10
Plextor M10P(Y),512 GB,TLCToshiba96-layer,Add-In Card,PCIe 4.0 x4,Jul 2021,IG5236,1024 MB(1 TB model),2021,0.5,0,0,0
Plextor M10P(Y),1 TB,TLCToshiba96-layer,Add-In Card,PCIe 4.0 x4,Jul 2021,IG5236,1024 MB(1 TB model),2021,1,0,0,0
Plextor M10P(Y),2 TB,TLCToshiba96-layer,Add-In Card,PCIe 4.0 x4,Jul 2021,IG5236,1024 MB(1 TB model),2021,2,0,0,0
Plextor M10P(GN),512 GB,TLCToshiba96-layer,M.2 2280,PCIe 4.0 x4,Jun 2021,IG5236,1024 MB(1 TB model),2021,0.5,0,0,10
Plextor M10P(GN),1 TB,TLCToshiba96-layer,M.2 2280,PCIe 4.0 x4,Jun 2021,IG5236,1024 MB(1 TB model),2021,1,0,0,10
Plextor M10P(GN),2 TB,TLCToshiba96-layer,M.2 2280,PCIe 4.0 x4,Jun 2021,IG5236,1024 MB(1 TB model),2021,2,0,0,10
Plextor M10P(G),1 TB,TLCToshiba96-layer,M.2 2280,PCIe 4.0 x4,Jun 2021,IG5236,1024 MB(1 TB model),2021,1,0,0,0
Plextor M10P(G),2 TB,TLCToshiba96-layer,M.2 2280,PCIe 4.0 x4,Jun 2021,IG5236,1024 MB(1 TB model),2021,2,0,0,0
Plextor M10e,256 GB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,Sep 2021,SM2267XT,DRAM-less(64 MB HMB),2021,0.25,0,0,10
Plextor M10e,512 GB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,Sep 2021,SM2267XT,DRAM-less(64 MB HMB),2021,0.5,0,0,10
Plextor M10e,1 TB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,Sep 2021,SM2267XT,DRAM-less(64 MB HMB),2021,1,0,0,10
PNY XLR8 CS3140 (w/ Heatsink),1 TB,TLCMicron96-layer,M.2 2280,PCIe 4.0 x4,Jan 2021,Phison E18,1024 MB(1 TB model),2021,1,0,0,0
PNY XLR8 CS3140 (w/ Heatsink),2 TB,TLCMicron96-layer,M.2 2280,PCIe 4.0 x4,Jan 2021,Phison E18,1024 MB(1 TB model),2021,2,0,0,0
PNY XLR8 CS3140 (w/ Heatsink),4 TB,TLCMicron96-layer,M.2 2280,PCIe 4.0 x4,Jan 2021,Phison E18,1024 MB(1 TB model),2021,4,0,0,0
PNY XLR8 CS3140 (Phison E18 + Micron B47R),1 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,2023,Phison E18,1024 MB(1 TB model),2023,1,0,0,0
PNY XLR8 CS3140 (Phison E18 + Micron B47R),2 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,2023,Phison E18,1024 MB(1 TB model),2023,2,0,8,10
PNY XLR8 CS3140 (Phison E18 + Micron B47R),4 TB,TLCMicron176-layer,M.2 2280,PCIe 4.0 x4,2023,Phison E18,1024 MB(1 TB model),2023,4,0,0,0
PNY XLR8 CS3140 (Phison E18 + Kioxia BiCS5 TLC 1Tb),8 TB,TLCKioxia112-layer,M.2 2280,PCIe 4.0 x4,2022,Phison E18,2048 MB(8 TB model),2022,8,0,0,0
PNY XLR8 CS3140 (Phison E18 + Micron B27B),1 TB,TLCMicron96-layer,M.2 2280,PCIe 4.0 x4,Jan 2021,Phison E18,1024 MB(1 TB model),2021,1,0,0,0
PNY XLR8 CS3140 (Phison E18 + Micron B27B),2 TB,TLCMicron96-layer,M.2 2280,PCIe 4.0 x4,Jan 2021,Phison E18,1024 MB(1 TB model),2021,2,0,0,0
PNY XLR8 CS3140 (Phison E18 + Micron B27B),4 TB,TLCMicron96-layer,M.2 2280,PCIe 4.0 x4,Jan 2021,Phison E18,1024 MB(1 TB model),2021,4,0,0,0
PNY XLR8 CS3040,500 GB,TLCToshiba96-layer,M.2 2280,PCIe 4.0 x4,Oct 2020,Phison E16,1024 MB(1 TB model),2020,0.48828125,0,0,0
PNY XLR8 CS3040,1 TB,TLCToshiba96-layer,M.2 2280,PCIe 4.0 x4,Oct 2020,Phison E16,1024 MB(1 TB model),2020,1,0,0,0
PNY XLR8 CS3040,2 TB,TLCToshiba96-layer,M.2 2280,PCIe 4.0 x4,Oct 2020,Phison E16,1024 MB(1 TB model),2020,2,0,0,0
PNY XLR8 CS3040,4 TB,TLCToshiba96-layer,M.2 2280,PCIe 4.0 x4,Oct 2020,Phison E16,1024 MB(1 TB model),2020,4,0,0,0
PNY XLR8 CS3030,250 GB,TLCToshiba64-layer,M.2 2280,PCIe 3.0 x4,May 2019,Phison E12,1024 MB(1 TB model),2019,0.244140625,0,0,0
PNY XLR8 CS3030,500 GB,TLCToshiba64-layer,M.2 2280,PCIe 3.0 x4,May 2019,Phison E12,1024 MB(1 TB model),2019,0.48828125,0,0,0
PNY XLR8 CS3030,1 TB,TLCToshiba64-layer,M.2 2280,PCIe 3.0 x4,May 2019,Phison E12,1024 MB(1 TB model),2019,1,0,0,0
PNY XLR8 CS3030,2 TB,TLCToshiba64-layer,M.2 2280,PCIe 3.0 x4,May 2019,Phison E12,1024 MB(1 TB model),2019,2,0,0,0
PNY XLR8 CS3030,4 TB,TLCToshiba64-layer,M.2 2280,PCIe 3.0 x4,May 2019,Phison E12,1024 MB(1 TB model),2019,4,0,0,0
